Image_ID,Title,Director,Cast,Year,Genre,Synopsis,image_url
tt0043026,Tathapi,Manoj Bhattacharya,"Bhanu Bannerjee, Gangapada Basu, Bijon Bhattacharya, Manoranjan Bhattacharya",1950,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0042719,Mashaal,Nitin Bose,"Ashok Kumar, Sumitra Devi, Ruma Guha Thakurta, Kanu Roy",1950,Drama,NA,"https://m.media-amazon.com/images/M/MV5BYmJjZjE0ZjQtNDIzNy00MWEyLTgwYzgtMjI0ZWU0ZWRjNjAyXkEyXkFqcGdeQXVyOTEzMDA3MjU@._V1_UY98_CR9,0,67,98_AL_.jpg"
tt0267730,Mantramugdhu,Bimal Roy,"Jiben Bose, Reba Bose, Tulsi Chakraborty, Jahar Ganguli",1949,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0231225,Bamuner Meye,Ajoy Kar,"Sunil Das Gupta, Anubha Gupta, Tulsi Lahiri, Suprava Mukherjee",1949,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0214563,Cartoon,Dhirendranath Ganguly,NA,1949,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0156695,Kavi,Debaki Bose,"Robin Majumdar, Nitish Mukherjee, Anubha Gupta, Nilima Das",1949,Drama," Kavi is a 1949 Indian Bengali film, directed by Sunil Banerjee and produced by Debaki Basu . The film stars Uttam Kumar, Anjana Bhowmick, Kali Banerjee and Shova Sen in lead roles. The film...                See full summary » ","https://m.media-amazon.com/images/M/MV5BOWE2MTAwNTktYzJhNy00ZTAzLTgwM2YtMWM5N2IzZGUwNDhiXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY98_CR3,0,67,98_AL_.jpg"
tt0152283,Sankalpa,Agradoot,"N.B. Agrami, Bibhuti Laha, Sikharani Bag, Molina Devi, Suhasini Devi, Jahar Ganguli",1949,Drama,NA,"https://m.media-amazon.com/images/M/MV5BOGJkZjI2ZTUtMjg0Mi00YzYyLWExMTAtYThiM2VjOTY1MzMwXkEyXkFqcGdeQXVyNDY0ODEzODg@._V1_UY98_CR39,0,67,98_AL_.jpg"
tt0243353,Kalo Chhaya,Premendra Mitra,"Gurudas Bannerjee, Dhiraj Bhattacharya, Sipra Mitra, Sisir Mitra",1948,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0157061,Sir Sankarnath,Debaki Bose,"Ajit Bandyopadhyay, Jiben Bose, Tulsi Chakraborty, Ahindra Choudhury",1948,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0156490,Drishtidan,Nitin Bose,"Asitbaran, Sunanda Banerjee, Biman Bannerjee, Chhabi Biswas",1948,Drama,NA,"https://m.media-amazon.com/images/M/MV5BZGM1YjFkZWEtZmIxMC00ZjljLTliYzktMmI5ZjgxMjI4MzNiXkEyXkFqcGdeQXVyOTEzMDA3MjU@._V1_UY98_CR9,0,67,98_AL_.jpg"
tt0152276,Samapika,Agradoot,"Sunanda Banerjee, Phanibhushan Bidyabinode, Tulsi Chakraborty, Prafulla Das",1948,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0152258,Sabyasachi,Agradoot,"Kamal Mitra, Meera Mishra, Sandhya Rani, Paresh Bannerjee",1948,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0156390,Chandrashekhar,Debaki Bose,"Chhabi Biswas, Bharati Devi, Kanan Devi, Rajlakshmi Devi",1947,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0156272,Alakananda,Ratan Chatterjee,"Paresh Bandyopadhyay, Ashu Bose, Tulsi Chakraborty, Ajit Chatterjee",1947,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0152727,Swapna-o-Sadhana,Agradoot,"Kanu Bannerjee, Paresh Bannerjee, Reba Devi, Jahar Ganguli",1947,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0396571,Dui Purush,Subodh Mitra,"Sunanda Banerjee, Chhabi Biswas, Amita Bose, Harimohan Bose",1945,Family,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0243147,Bideshini,Premendra Mitra,"Kanu Bannerjee, Dhiraj Bhattacharya, Nripati Chatterjee, Sailen Choudhury",1944,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0037412,Udayer Pathey,Bimal Roy,"Maya Basu, Biswanath Bhaduri, Radhamohan Bhattacharya, Smriti Biswas",1944,Drama," Anup writes for a newspaper, and his sister is invited to a girl's birthday party by her rich friend Gopa. After she leaves the party, accused of being a thief, Gopa comes to the house to ...                See full summary » ","https://m.media-amazon.com/images/M/MV5BM2ExNjViMmQtZTEwOS00NWMzLWI2MGEtY2QyZDBjMWZjODdiXkEyXkFqcGdeQXVyMjA5Nzc2Mzc@._V1_UX67_CR0,0,67,98_AL_.jpg"
tt0156692,Kashinath,Nitin Bose,"Asitbaran, Sunanda Banerjee, Dilip Bose, Harimohan Bose",1943,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0345459,Jiban Sangini,Gunamoy Bannerjee,"Ratin Banerjee, Chhabi Biswas, Chhayadevi, Ahindra Choudhury",1942,Family,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0156782,Meenakshi,Modhu Bose,"Sadhona Bose, Ahindra Choudhury, Rajlakshmi Devi, Najmul Hussain",1942,Drama,NA,"https://m.media-amazon.com/images/M/MV5BMDYxMWIxYzgtYWJkMi00NTc1LTk1YWItMjM0MDU5ZmQyNjIzXkEyXkFqcGdeQXVyMjM5NDM1MTE@._V1_UY98_CR3,0,67,98_AL_.jpg"
tt0155774,Jawab,P.C. Barua,"Ratin Banerjee, P.C. Barua, Ahindra Choudhury, Devbala",1942,Drama,NA,"https://m.media-amazon.com/images/M/MV5BMWIwZTdiMWMtNGU5Ny00YTJhLWI4ZTEtNDliNGU2ZmI4NDU3XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY98_CR3,0,67,98_AL_.jpg"
tt0156432,The Court Dancer: Raj Narkati,Modhu Bose,"Sadhona Bose, Protima Dasgupta, Binita Gupta, Prithviraj Kapoor",1941,Drama," In Manipur, in the early years of the 19th century, graceful and enchanting court dancer Indrani has captured the heart of Prince Chandrakirti. However, Indrani is looked down upon because ...                See full summary » ","https://m.media-amazon.com/images/M/MV5BYTZkNDNiMjUtOTVmMy00MzBiLTkwYjgtYTc2MGRjM2M2MWE0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR4,0,67,98_AL_.jpg"
tt0156156,Uttarayan,P.C. Barua,"P.C. Barua, Tulsi Chakraborty, Ahindra Choudhury, Menaka Devi",1941,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0154182,Avatar,Premankur Atorthy,"Devidas Bannerjee, Durgadas Bannerjee, Ahindra Choudhury, Aruna Das",1941,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0236161,Doctor,Phani Majumdar,"Subodh Mitra, Pankaj Mullick, Ahindra Choudhury, Jyoti Prakash, Master Meenu",1940,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0032836,Nartaki,Debaki Bose,"Leela Desai, Bhanu Bannerjee, Najmul Hussain, Sailen Choudhury",1940,Drama,NA,"https://m.media-amazon.com/images/M/MV5BNzg2NmZmOTEtMGY1ZS00OGVlLWFlYWUtMWRhODY1MTc1ZDIxXkEyXkFqcGdeQXVyOTEyMTQ3NzY@._V1_UY98_CR3,0,67,98_AL_.jpg"
tt1267426,Jakher Dhan,Haricharan Bhanja,"Chhayadevi, Ahindra Choudhury, Jahar Ganguli, Mrinalkanti Ghosh",1939,Thriller,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0157002,Sapurey,Debaki Bose,"Pahadi Sanyal, Kanan Devi, Menaka Devi, Shyam Laha",1939,Drama," Primitivist love story and popular musical set among the Shaivite clan of snake-charmers. Renouned snake-charmer Jahar (Bhattacharya), the survivor of 99 snakebites thanks to rigorous ...                See full summary » ","https://m.media-amazon.com/images/M/MV5BOTI0MmNmZmItOTA2My00MjUxLTkxYWQtYmY0NDdjYjcwNGQwXkEyXkFqcGdeQXVyNDI3NjcxMDA@._V1_UX67_CR0,0,67,98_AL_.jpg"
tt0156002,Rajat Jayanti,P.C. Barua,"P.C. Barua, Pahadi Sanyal, Bhanu Bannerjee, Sailen Choudhury",1939,Comedy, The simple-minded Rajat (Barua) loves neighbor Jayanti (Menaka Devi). He is advised on how to court her by his street-smart cousin Bishwanath (Sanyal) and Bishwanath's friend Samir (...                See full summary » ,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0390974,Chokher Bali,Satu Sen,"Rama Banerjee, Manoranjan Bhattacharya, Chhabi Biswas, Sibkali Chatterjee",1938,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0242489,Gora,Naresh Mitra,"Protima Dasgupta, Devbala, Rajlakshmi Devi, Jiban Ganguly",1938,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0156645,Jiban Maran,Nitin Bose,"K.L. Saigal, Leela Desai, Devbala, Elias Chowla",1938,"Drama, Romance"," A famous radio singer Mohan (Saigal) is in love with Geeta (Leela Desai). When he goes to his friend a doctor, TB Specialist, Bijoy (Bhanu) for a check-up, he is found to be in an advance ...                See full summary » ",https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0030806,Street Singer,Phani Majumdar,"K.L. Saigal, Kanan Devi, Boken Chatto, Rekha",1938,Drama," The film's story tells of two childhood friends, Bhulwa (Saigal) and Manju (Kanan Devi), who grow up to become street singers in Calcutta. Bhulwa dreams of becoming a stage star but it is ...                See full summary » ","https://m.media-amazon.com/images/M/MV5BNTY0YWZiNGYtYTg4Ni00OGFiLWEzYWYtNTE3NjE1ZWE5YTc2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjA4NjcxNzI@._V1_UY98_CR3,0,67,98_AL_.jpg"
tt0156275,Alibaba,Modhu Bose,"Sadhona Bose, Bibhuti Ganguly, Suprava Mukherjee, Kamal Biswas",1937,"Comedy, Fantasy"," Based on the 'Arabian Nights', this film tells of the Baghdadi woodcutter Alibaba (M. Bose) and his magic 'Open Sesame' formula; of the hero's jealous brother Kasim and the slave girl ...                See full summary » ","https://m.media-amazon.com/images/M/MV5BMjkyZjk5ZDItNjM1My00OTcwLTk3MWUtZGEyMjkwNmM3MDZlXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX67_CR0,0,67,98_AL_.jpg"
tt0155889,Mukti,P.C. Barua,"P.C. Barua, Kanan Devi, Amar Mullick, Sailen Choudhury",1937,Drama," This classic adultery story tells of an artist, Prasanta (Barua) presented in the stereotypically romantic image: dedicated to his vocation, paying no heed to his scandalous reputation (he ...                See full summary » ","https://m.media-amazon.com/images/M/MV5BY2EzYWU2YWItODJhYi00YzI2LWEzZTgtNjFjYjE5M2FjODYyXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY98_CR3,0,67,98_AL_.jpg"
tt0028786,Didi,Nitin Bose,"K.L. Saigal, Leela Desai, Devbala, Durgadas Bannerjee",1937,"Drama, Romance", A famous Saigal musical narrating a strange love story set against 1930s industrialization and worker-management relations. The 16-year-old Prabhavati (Chandarbati Devi/Kumari) inherits a ...                See full summary » ,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0028626,Bidyapati,Debaki Bose,"Pahadi Sanyal, Durgadas Bannerjee, Chhayadevi, Kanan Devi",1937,Drama, Classic celebration of Mithila's King Shiva Singha's (Bannerjee/Kapoor) love for his wife while chronicling the influence of the pacifist court poet Bidyapati (Sanyal). Invited to the royal...                See full summary » ,"https://m.media-amazon.com/images/M/MV5BY2U4MTU4YjctOGRiMS00MDQyLWE2YzctZGQwOGZiOTljOWY5XkEyXkFqcGdeQXVyNDI3NjcxMDA@._V1_UY98_CR2,0,67,98_AL_.jpg"
tt0157056,Sonar Sansar,Debaki Bose,"Dhiraj Bhattacharya, Chhayadevi, Azoorie, Ratin Banerjee",1936,Drama," A parable about human suffering and capitalist enterprise. The village headman has bandits attack the house of Ramesh to settle a feud. They kidnap the man's wife Roma, and abandon their ...                See full summary » ",https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0361503,Devdas,P.C. Barua,"Nirmal Bannerjee, P.C. Barua, Manoranjan Bhattacharya, Dinesh Ranjan Das",1935,Drama," Watch the full movie, Devdas online, only on Eros Now. The son of Zamindar Narayan Mukherjee, Devdas was born with a silver spoon in his mouth. He grew up in the lush village of Taj Sonapur...                See full summary » ","https://m.media-amazon.com/images/M/MV5BYzYzODY3MmItN2VmNy00YjQ3LWJmYWYtMmM0NTQ2ZDFmNjc2XkEyXkFqcGdeQXVyNjc5MTI1Mzk@._V1_UX67_CR0,0,67,98_AL_.jpg"
tt0156799,Meerabai,Debaki Bose,"Pahadi Sanyal, Molina Devi, Durgadas Bannerjee, Amar Mullick",1933,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0154715,Kapal Kundala,Premankur Atorthy,"Durgadas Bannerjee, Manoranjan Bhattacharya, Molina Devi, Nibhanani Devi",1933,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0259458,Natir Puja,Rabindranath Tagore,NA,1932,Drama, A simple recording of Tagore's 1926 dance drama on Buddhist legend.,"https://m.media-amazon.com/images/M/MV5BYTBiZWI1NDgtNTIxNC00MWQzLWE2NDMtZGEwYjk1MjQ4NzQwXkEyXkFqcGdeQXVyMTk3NTc0MTk@._V1_UY98_CR37,0,67,98_AL_.jpg"
tt0154324,Chirakumar Sabha,Premankur Atorthy,"Anupama, Dhiren Bannerjee, Durgadas Bannerjee, Manoranjan Bhattacharya",1932,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0022752,Chandidas,Debaki Bose,"Durgadas Bannerjee, Krishna Chandra Dey, Manoranjan Bhattacharya, Amar Mullick",1932,Drama," This film is about Chandidas, a legendary 15th-C. Bengali Vaishnavite poet whose biography remains obscure but was an influence on the better documented Chaitanya (1486-1533), a school ...                See full summary » ",https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0392325,The Last Kiss,Ambuj Prasanna Gupta,"Khwaja Mohammed Shahed, Tuntun, Khwaja Ajmal, Lolita",1931,Drama,NA,"https://m.media-amazon.com/images/M/MV5BMjgxZGU3YTgtMDkxNy00MzM0LWI0ZDItOGU1ZjIyNjRlZDdlXkEyXkFqcGdeQXVyNDI3NjcxMDA@._V1_UY98_CR6,0,67,98_AL_.jpg"
tt0344786,Abhishek,Prafulla Roy,"Belarani Devi, Purnima Devi, Chani Dutta, Jiban Ganguly",1931,Mystery,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0316049,Jamai Shashthi,Amar Choudhury,"Professor Bholanath, Amar Choudhury, Miss Golela, Khirodegopal Mukherjee",1931,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0214576,Charitraheen,Dhirendranath Ganguly,"P.C. Barua, Debaki Bose, Dinesh Ranjan Das, Kalipada Das",1931,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0154387,Dena Paona,Premankur Atorthy,"Bhanu Bannerjee, Durgadas Bannerjee, Nibhanani Devi, Jahar Ganguli",1931,Drama,NA,"https://m.media-amazon.com/images/M/MV5BYjM1NGVhYjMtNjcxYy00MzdmLTg5ZWQtNDlkMjVlOGQzMzM3XkEyXkFqcGdeQXVyMjM5NDM1MTE@._V1_UY98_CR59,0,67,98_AL_.jpg"
tt0345958,Srikanta,Tarakumar Bhaduri,"Kanti Bannerjee, Tarakumar Bhaduri, Molina Devi, Shanta Kumari",1930,Family,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0256721,Devdas,Naresh Mitra,"Phani Burma, Naresh Mitra, Mani Gosh, Tincory Chakrabarty",1928,Drama, First version of Saratchandra's novel. Despite the 'theatrical ruggedness' the film was well scripted and showed a distinct Bengali touch as against the 'Madan' style.,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0214864,Krishnakanter Will,Priyanath N. Ganguly,"Durgadas Bannerjee, Amritalal Bose, Patience Cooper, Seeta Devi",1926,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0242629,Maanbhanjan,Naresh Mitra,"Durgadas Bannerjee, Tulsi Bannerjee, Tincory Chakrabarty, Sona Devi",1923,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0154931,Nala Damayanti,Jyotish Bannerjee,"Eugenio de Liguoro, Patience Cooper, Keki Adajania, Dadibhai Sarkari, Signor Manelli",1921,"Drama, Fantasy"," This big-budget film depicts a famous episode from the 'Mahabharata', starting with Narada's ascent of Mount Meru. It shows Swarga, the Heaven of Indra, the Transformation in the Clouds of ...                See full summary » ","https://m.media-amazon.com/images/M/MV5BNzYxZWQ5ZGEtYzNmMi00YzdkLTlmZDMtM2FmMWUxNjdiZWY0XkEyXkFqcGdeQXVyMjcwODA5Mjg@._V1_UX67_CR0,0,67,98_AL_.jpg"
tt0154815,Mahabharat,Rustomji Dhotiwala,NA,1920,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt5107670,Sujon Sokhi,Shah Alam Kiron,"Salman Shah, Shabnur, Raisul Islam Asad, Sadek Bachchu",1994,Romance, Conflict between two brother causes separation of a family. Their children unite them once again.,"https://m.media-amazon.com/images/M/MV5BZTRkNDIzOGQtMjVmYy00ZmI5LThiNDUtOWM2ZWJkZmFiMGRiXkEyXkFqcGdeQXVyNDg0Nzg2MTY@._V1_UY98_CR6,0,67,98_AL_.jpg"
tt5100216,Tumi Amar,Zahirul Haque,"Tamijuddin Rizvi, Salman Shah, Shabnur, K.S. Firoz, Idris",1994,"Drama, Romance"," To get his desired one, a young man takes the path of cheat and deception that brings some realities before him.","https://m.media-amazon.com/images/M/MV5BMmI0NzRlODctZTc0MC00OTk0LTgxYmUtYmVjZGU2NDZiYzM3XkEyXkFqcGdeQXVyNDg0Nzg2MTY@._V1_UY98_CR5,0,67,98_AL_.jpg"
tt5085140,Ontore Ontore,Shibli Sadique,"Salman Shah, Mousumi, Anowara, Wasimul Bari Rajib",1994,"Family, Romance", A fisherman's daughter is adopted by a rich woman and later she falls in love with the grandson of the woman that brings misery for her.,"https://m.media-amazon.com/images/M/MV5BMTI4ZDQ5NmMtOWUwYi00ZDNjLWI3ZjItODllNmI4NjJjNjMwXkEyXkFqcGdeQXVyNDg0Nzg2MTY@._V1_UY98_CR7,0,67,98_AL_.jpg"
tt4948216,Ghatok,Shahidul Islam Khokon,"Shabana, Alamgir, Rubel, Sonia",1994,"Action, Drama, War", A killer and betrayer during the Liberation War of Bangladesh dreams of re-establishing Pakistan.,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt4270876,Abbajan,Anjan Choudhury,"Ranjit Mallick, Abhishek Chatterjee, Chumki Chowdhury, Rina Chowdhury",1994,Drama," The story is as A Hindu government serviceman comes to a muslim colony along with his wife, daughter Mou and son Raju. His wife is an anti-Islam fanatic. There are lives Sirajuddin Mohammad...                See full summary » ","https://m.media-amazon.com/images/M/MV5BMWQyZDg3OWEtZTY0NC00MjlkLWEyODItZGVjMWI0Y2JiMzY4XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY98_CR3,0,67,98_AL_.jpg"
tt3902736,Bikkhov,Mohammad Hannan,"Salman Shah, Shabnur, Bulbul Ahmed, Sharmili Ahmed",1994,"Action, Romance"," Due to the conspiracy of the political counterpart, a student politician Asad gets killed in a mob. His political counterpart Mahmud and Sharafat get the benefit of this. Sharafat is ...                See full summary » ","https://m.media-amazon.com/images/M/MV5BYzA1Y2ZlZTAtNDY0Zi00NWQwLWIyMDItNDM5Y2NkM2I0ODMzXkEyXkFqcGdeQXVyNjAxODQzNDQ@._V1_UY98_CR39,0,67,98_AL_.jpg"
tt2633750,Disco Dancer,Montazur Rahman Akbar,"Sadek Bacchu, Champa, Manna, Wasimul Bari Rajib",1994,Action,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt1590979,Geet Sangeet,Subhash Sen,"Ranjit Mallick, Subhendu Chatterjee, Sabitri Chatterjee, Rabi Ghosh",1994,"Drama, Music",NA,"https://m.media-amazon.com/images/M/MV5BMGRmOWI2NjItYzEzYy00NzA3LWIyYjQtNWQ5YmNjMDI4NzJmXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY98_CR3,0,67,98_AL_.jpg"
tt0383177,Aguner Poroshmoni,Humayun Ahmed,"Bipasha Hayat, Asaduzzaman Noor, Abul Hayat, Dolly Johur",1994,"Drama, War", In the middle of the 1971;curfew is going on all over the Bangladesh. The liberation army is operated as effective guerrilla force - Badiul Alam is one them. Alam plans for starting ...                See full summary » ,"https://m.media-amazon.com/images/M/MV5BZTgxNzE4ZTQtNzRhOS00YmJjLWExY2YtNGU5OGUyMTEzNTI5XkEyXkFqcGdeQXVyNjA3OTI5MjA@._V1_UY98_CR1,0,67,98_AL_.jpg"
tt0363884,Phiriye Dao,Chiranjit,"Rakhee Gulzar, Chiranjit, Satabdi Roy, Sunetra Banerjee",1994,Drama,NA,"https://m.media-amazon.com/images/M/MV5BNzdhNjc3YWItMTg4Yi00MWVkLTk0MmUtYjc0ZDVkYzI1NTFlXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY98_CR3,0,67,98_AL_.jpg"
tt0363564,Dhusar Godhuli,Bimal Roy Jr.,"Prasenjit Chatterjee, Koel, Swati Sarkar, Vasant Choudhury",1994,Drama," ""Dhushar Godhuli is a social drama that is based on the troubled life of our main protagonist. The main plot revolves around a love affair that will not be accepted by the lead's family, ...                See full summary » ","https://m.media-amazon.com/images/M/MV5BOWQ1MWI2NjItZTIwYi00NDcwLThlMTAtNTA2ZGI0ZTgyNGMyXkEyXkFqcGdeQXVyNzgzNDAzMTA@._V1_UY98_CR10,0,67,98_AL_.jpg"
tt0362067,Raktanadir Dhara,Ram Mukherjee,"Soumitra Bannerjee, Chiranjit, Nirmal Kumar, Bodhisattva Mazumdar",1994,Musical,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0362038,Pratyaghat,Santanu Bhowmick,"Prasenjit Chatterjee, Indrani Dutta, Shakti Kapoor",1994,Musical, Police investigate the past of a gangster whose life of crime began with the murder of his wife.,"https://m.media-amazon.com/images/M/MV5BOTNlMTU4ODQtZmUzMS00ZWZmLTlkZTMtMzczOTk0MGVhMDIwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjgyOTU0ODU@._V1_UY98_CR3,0,67,98_AL_.jpg"
tt0306225,Wheel Chair,Tapan Sinha,"Arjun Chakraborty, Soumitra Chatterjee, Rajatabha Dutta, Ruma Guha Thakurta",1994,Drama, Crippled doctor helps a paralyzed rape victim.,"https://m.media-amazon.com/images/M/MV5BMTAzMzk5OTQtZTcwMC00NGQ0LThjMmQtM2VjZDVkZWU4NWY0XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UY98_CR3,0,67,98_AL_.jpg"
tt0305977,Prasab,Utpalendu Chakrabarty,"Arjun Chakraborty, Sreela Majumdar",1994,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0305210,Amodini,Chidananda Das Gupta,"Pijush Ganguly, Rachana Banerjee, Ashok Mukherjee, Tathagata Sanyal",1994,"Comedy, Fantasy"," Amodini is a rich landowner's daughter. Unable to face social stigma, her father arranges her marriage to a much older person, who fails to turn up on the wedding day. To save the situation, she is forced to marry a 15-year-old boy.","https://m.media-amazon.com/images/M/MV5BMWM1YjZlZDgtNjE1ZS00ZGYxLTliNGItMzAzYWE3NDA0MjQ2XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY98_CR3,0,67,98_AL_.jpg"
tt0290213,Hum Hain Bemisaal,Deepak Bahry,"Akshay Kumar, Suniel Shetty, Shilpa Shirodkar, Madhoo",1994,"Action, Crime, Drama"," Michael, a hit-man, faces the ultimate betrayal from his employer when he decides to retire after one last job. He then joins forces with Inspector Vijay to confront the gangsters who're out to kill him.","https://m.media-amazon.com/images/M/MV5BOTQ3ZmU0NzQtNzI4My00Yjk4LWFmYmMtOGE4YjIzM2NhNDdhXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY98_CR2,0,67,98_AL_.jpg"
tt0246746,Lal Pan Bibi,Prashant Nanda,"Biplab Chatterjee, Chiranjit, Padma Khanna, Anup Kumar",1994,"Action, Crime, Drama",NA,"https://m.media-amazon.com/images/M/MV5BNjQxYTY3YjMtZTBmNS00YzRmLWIzNWYtNDM5YTg2YWEzZjdjXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY98_CR3,0,67,98_AL_.jpg"
tt0237385,Kothachilo,Tarun Majumdar,"Tapas Pal, Mahashweta Roy, Anup Kumar, Satya Banerjee",1994,Drama,NA,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0216025,Nati Binodini,Dinen Gupta,"Prasenjit Chatterjee, Debashree Roy, Dilip Roy, Anup Kumar",1994,Drama, 'Nati Binodini' is the biopic of Binodini a girl born into prostitution but who became famous in Bengal as theatre actress. She is brought into theatre by Girish Ghosh and makes name for ...                See full summary » ,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
tt0111580,Uttoran,Sandip Ray,"Bina, Lily Chakravarty, Soumitra Chatterjee, Debatosh Ghosh",1994,Drama, Sen Gupta is a doctor who attends only upper class patients and is forced to confront his own beliefs as he discovers rural India. Thereon a transformation starts from being a cold man to being human.,"https://m.media-amazon.com/images/M/MV5BODg3YWRjYTItZDJlYi00NmI2LTk2NzUtOTIxZGY3ZThlNGY5XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UY98_CR3,0,67,98_AL_.jpg"
tt0111559,Unishe April,Rituparno Ghosh,"Aparna Sen, Debashree Roy, Dipankar Dey, Chitra Sen",1994,Drama, Potrays a sentimental mother daughter relation. How a female dancer sets her priority and became famous but loses her relationship with her daughter on the way .,"https://m.media-amazon.com/images/M/MV5BNTBiMjc3N2EtMjRmZC00ZTU4LThlNzMtNGZjYTlmMDkzZmM0XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UX67_CR0,0,67,98_AL_.jpg"
tt0108118,Shilpi,Nabyendu Chatterjee,"Anjan Dutt, Rwita Dutta Chakraborty, Sreelekha Mukherji, Asit Banerjee",1994,Drama,NA,"https://m.media-amazon.com/images/M/MV5BMWJlN2JjYzYtZjM1Ni00YzQxLWJiMjItMzg0YTc5NzMzNzNiXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY98_CR3,0,67,98_AL_.jpg"
